-33.949541,25.581295
-33.949525,25.581264
-33.949546,25.581158
-33.949585,25.581076
-33.949605,25.581071
-33.949683,25.581034
-33.9497,25.581026
-33.949768,25.580989
-33.949791,25.580978
-33.94985,25.580953
-33.949881,25.580936
-33.94994,25.580913
-33.949979,25.580893
-33.950055,25.580851
-33.9501,25.580833
-33.950145,25.580809
-33.950195,25.580781
-33.950238,25.580755
-33.950283,25.580731
-33.950326,25.58071
-33.95038,25.580686
-33.95044,25.580665
-33.950489,25.580638
-33.950541,25.580608
-33.950588,25.580581
-33.950631,25.580553
-33.950673,25.580536
-33.950751,25.580543
-33.95077,25.580531
-33.950843,25.580486
-33.950865,25.580485
-33.950939,25.580438
-33.950958,25.58043
-33.951,25.580416
-33.951071,25.580353
-33.951141,25.580333
-33.951204,25.58031
-33.951256,25.580298
-33.951308,25.580253
-33.951363,25.580201
-33.951413,25.58015
-33.951446,25.580108
-33.951479,25.580066
-33.95154,25.579996
-33.951553,25.579965
-33.951576,25.579873
-33.951586,25.579863
-33.951608,25.579803
-33.951625,25.579761
-33.951635,25.579666
-33.951646,25.579603
-33.951656,25.579524
-33.951659,25.579439
-33.951658,25.579343
-33.951635,25.579248
-33.951613,25.579131
-33.951586,25.579013
-33.951553,25.578908
-33.951519,25.578809
-33.951485,25.578731
-33.951463,25.578651
-33.951446,25.578595
-33.951434,25.578536
-33.951433,25.578478
-33.951398,25.578546
-33.951363,25.578548
-33.951301,25.578491
-33.951271,25.578455
-33.951258,25.5784
-33.951261,25.578328
-33.95127,25.578269
-33.951291,25.578206
-33.95131,25.57811
-33.951325,25.578058
-33.951358,25.577958
-33.951393,25.577893
-33.951416,25.577833
-33.951456,25.57777
-33.951548,25.577656
-33.951735,25.577704
-33.951796,25.577676
-33.951878,25.577661
-33.951963,25.577663
-33.951971,25.577668
-33.952041,25.577733
-33.952091,25.577726
-33.952163,25.577768
-33.952191,25.577753
-33.952256,25.577738
-33.952293,25.577741
-33.952366,25.577783
-33.952391,25.577823
-33.952418,25.577876
-33.952443,25.577939
-33.952458,25.578029
-33.952485,25.578125
-33.952504,25.578228
-33.952535,25.578331
-33.952566,25.578445
-33.952601,25.57856
-33.952631,25.578673
-33.952663,25.578793
-33.952689,25.578905
-33.952726,25.579018
-33.95276,25.57913
-33.9528,25.579239
-33.95284,25.579349
-33.952873,25.579455
-33.952909,25.579558
-33.952945,25.579658
-33.952975,25.579748
-33.953001,25.579824
-33.953028,25.579891
-33.953055,25.579951
-33.953083,25.580036
-33.953081,25.580043
-33.953118,25.580051
-33.953131,25.580071
-33.953151,25.580141
-33.953166,25.580193
-33.953185,25.58025
-33.953213,25.580313
-33.953241,25.580383
-33.953268,25.580465
-33.953295,25.580554
-33.95333,25.580646
-33.953366,25.580745
-33.9534,25.580848
-33.953435,25.580959
-33.95348,25.581088
-33.953526,25.581221
-33.953575,25.58136
-33.953621,25.581501
-33.953668,25.581645
-33.953716,25.581785
-33.953766,25.581941
-33.95382,25.5821
-33.953873,25.582258
-33.953928,25.582416
-33.953981,25.58258
-33.954028,25.582763
-33.95408,25.582943
-33.954131,25.583115
-33.954181,25.58329
-33.954231,25.583465
-33.954283,25.583645
-33.954338,25.583835
-33.954398,25.584026
-33.954456,25.584211
-33.95452,25.584401
-33.954581,25.584586
-33.954641,25.584774
-33.954705,25.584965
-33.954766,25.585155
-33.954828,25.585345
-33.954895,25.58553
-33.954955,25.585711
-33.955023,25.585893
-33.955083,25.586076
-33.95514,25.586256
-33.955198,25.586438
-33.955259,25.586623
-33.955315,25.586804
-33.955358,25.586975
-33.955386,25.587116
-33.955428,25.587268
-33.95547,25.587406
-33.955506,25.587531
-33.95555,25.587653
-33.955581,25.58776
-33.955614,25.58785
-33.955635,25.587928
-33.955661,25.588
-33.955676,25.588078
-33.955698,25.588156
-33.955695,25.588193
-33.955716,25.588278
-33.955733,25.588331
-33.955756,25.588401
-33.955786,25.588479
-33.955825,25.588565
-33.955865,25.588651
-33.955898,25.588753
-33.955933,25.588858
-33.95597,25.588963
-33.956005,25.589073
-33.95604,25.589188
-33.956081,25.58931
-33.956123,25.589428
-33.956168,25.589555
-33.956215,25.589691
-33.956271,25.589836
-33.95633,25.589981
-33.956386,25.590128
-33.956443,25.590274
-33.956503,25.590428
-33.956563,25.59058
-33.956625,25.590733
-33.956686,25.590889
-33.956743,25.591046
-33.956795,25.591198
-33.95685,25.591353
-33.956903,25.591513
-33.956961,25.591675
-33.957016,25.591835
-33.957066,25.59199
-33.957118,25.592143
-33.957165,25.592293
-33.957216,25.592438
-33.957261,25.592564
-33.95731,25.59269
-33.957355,25.592803
-33.957381,25.59291
-33.957396,25.593024
-33.957396,25.593129
-33.957383,25.593245
-33.957356,25.593368
-33.957319,25.593503
-33.957261,25.593651
-33.957226,25.59381
-33.957188,25.593961
-33.95715,25.594108
-33.957105,25.594238
-33.957048,25.594353
-33.956983,25.594466
-33.956911,25.594569
-33.956825,25.594668
-33.956731,25.594765
-33.956631,25.594853
-33.956514,25.594935
-33.956418,25.59501
-33.956331,25.595078
-33.956253,25.595141
-33.956171,25.595218
-33.956093,25.595295
-33.956005,25.595344
-33.955983,25.595446
-33.95601,25.595473
-33.956105,25.595475
-33.956135,25.595493
-33.956195,25.595509
-33.956275,25.595543
-33.95631,25.595599
-33.956371,25.595685
-33.95643,25.595758
-33.956491,25.595845
-33.956545,25.595931
-33.956601,25.596031
-33.956651,25.596126
-33.956706,25.596223
-33.956755,25.596311
-33.956798,25.596389
-33.956835,25.596458
-33.956863,25.596503
-33.956898,25.59658
-33.956931,25.596588
-33.956978,25.59667
-33.957011,25.596719
-33.957046,25.596776
-33.957083,25.596843
-33.957118,25.596916
-33.957158,25.596995
-33.957199,25.59707
-33.957246,25.597151
-33.957283,25.597228
-33.957343,25.597296
-33.957416,25.597363
-33.957498,25.597435
-33.957578,25.597498
-33.957661,25.597555
-33.957748,25.59761
-33.957851,25.597665
-33.957945,25.597731
-33.958036,25.597801
-33.95813,25.597863
-33.958221,25.597926
-33.958303,25.597993
-33.958386,25.598063
-33.958473,25.598148
-33.958541,25.59824
-33.958591,25.598346
-33.95863,25.598454
-33.958676,25.598558
-33.958729,25.598666
-33.95878,25.598771
-33.958836,25.598873
-33.958895,25.598975
-33.958954,25.599078
-33.959018,25.599178
-33.95908,25.599278
-33.959146,25.599378
-33.959206,25.599474
-33.959263,25.599573
-33.959314,25.599664
-33.959356,25.599758
-33.959403,25.599858
-33.959448,25.599963
-33.959489,25.600071
-33.959523,25.60018
-33.959553,25.600276
-33.95957,25.600353
-33.959593,25.60042
-33.959635,25.600485
-33.95962,25.600578
-33.959633,25.600603
-33.959714,25.600641
-33.959755,25.60063
-33.959828,25.600586
-33.959848,25.60056
-33.959906,25.600483
-33.959915,25.600475
-33.959961,25.600401
-33.959973,25.600386
-33.960028,25.600331
-33.960074,25.600306
-33.960145,25.600279
-33.96019,25.600278
-33.96024,25.600286
-33.960286,25.600315
-33.96033,25.600368
-33.960356,25.600438
-33.960391,25.600523
-33.960425,25.600613
-33.960458,25.600716
-33.960488,25.600823
-33.960513,25.600931
-33.960528,25.601039
-33.960548,25.601143
-33.960563,25.601253
-33.960581,25.601363
-33.960606,25.601468
-33.96063,25.601563
-33.960638,25.601636
-33.960656,25.601708
-33.960671,25.60177
-33.960675,25.601851
-33.960673,25.601846
-33.960693,25.601935
-33.960708,25.601991
-33.960723,25.602059
-33.960738,25.602131
-33.960753,25.602205
-33.960771,25.602284
-33.960791,25.602376
-33.960823,25.602474
-33.960851,25.602576
-33.960873,25.602693
-33.960913,25.602803
-33.96095,25.602913
-33.960986,25.603028
-33.961021,25.603153
-33.961061,25.603281
-33.961104,25.603415
-33.961145,25.603545
-33.961191,25.603686
-33.961236,25.603824
-33.96128,25.603966
-33.961326,25.604106
-33.961368,25.604254
-33.961406,25.604408
-33.961441,25.604568
-33.96148,25.604734
-33.961513,25.604901
-33.961548,25.605066
-33.961571,25.60523
-33.961603,25.60541
-33.961636,25.605588
-33.961671,25.605768
-33.961706,25.605944
-33.961743,25.606113
-33.961773,25.606278
-33.961801,25.606441
-33.961836,25.606606
-33.96187,25.606773
